episode_id,step,traffic_load,ue_count,traffic_demand_bps,mobility_event,time_ratio,traffic_load_t_plus_1,traffic_load_t_plus_5,traffic_load_t_plus_10
0,0,0.3150825500488281,54,85072288.0,normal,0.0,0.2686230540275574,0.2622502744197845,0.3429877161979675
0,1,0.2686230540275574,45,60440188.0,normal,0.0033444816053511,0.3319316804409027,0.3130984306335449,0.3404296636581421
0,2,0.3319316804409027,53,87961896.0,normal,0.0066889632107023,0.3392674326896667,0.2983919978141784,0.3165589272975921
0,3,0.3392674326896667,56,94994880.0,normal,0.0100334448160535,0.2387816160917282,0.3097483217716217,0.3547863662242889
0,4,0.2387816160917282,43,51338048.0,normal,0.0133779264214046,0.2622502744197845,0.2813957035541534,0.3328266739845276
0,5,0.2622502744197845,40,52450056.0,normal,0.0167224080267558,0.3130984306335449,0.3429877161979675,0.2875674664974212
0,6,0.3130984306335449,43,67316160.0,normal,0.020066889632107,0.2983919978141784,0.3404296636581421,0.3317781984806061
0,7,0.2983919978141784,57,85041720.0,normal,0.0234113712374581,0.3097483217716217,0.3165589272975921,0.2865934669971466
0,8,0.3097483217716217,52,80534568.0,normal,0.0267558528428093,0.2813957035541534,0.3547863662242889,0.3522391617298126
0,9,0.2813957035541534,51,71755904.0,normal,0.0301003344481605,0.3429877161979675,0.3328266739845276,0.3211455345153808
0,10,0.3429877161979675,67,114900888.0,normal,0.0334448160535117,0.3404296636581421,0.2875674664974212,0.3178872168064117
0,11,0.3404296636581421,55,93618160.0,normal,0.0367892976588628,0.3165589272975921,0.3317781984806061,0.3020593225955963
0,12,0.3165589272975921,45,71225760.0,normal,0.040133779264214,0.3547863662242889,0.2865934669971466,0.3702909648418426
0,13,0.3547863662242889,43,76279072.0,normal,0.0434782608695652,0.3328266739845276,0.3522391617298126,0.3237858116626739
0,14,0.3328266739845276,44,73221872.0,normal,0.0468227424749163,0.2875674664974212,0.3211455345153808,0.3159843981266022
0,15,0.2875674664974212,49,70454032.0,normal,0.0501672240802675,0.3317781984806061,0.3178872168064117,0.3205298185348511
0,16,0.3317781984806061,52,86262328.0,normal,0.0535117056856187,0.2865934669971466,0.3020593225955963,0.3534695506095886
0,17,0.2865934669971466,54,77380240.0,normal,0.0568561872909698,0.3522391617298126,0.3702909648418426,0.3497284352779388
0,18,0.3522391617298126,56,98626968.0,normal,0.060200668896321,0.3211455345153808,0.3237858116626739,0.3536075949668884
0,19,0.3211455345153808,41,65834832.0,normal,0.0635451505016722,0.3178872168064117,0.3159843981266022,0.3566001951694488
0,20,0.3178872168064117,39,61988008.0,normal,0.0668896321070234,0.3020593225955963,0.3205298185348511,0.4189852774143219
0,21,0.3020593225955963,47,70983936.0,normal,0.0702341137123745,0.3702909648418426,0.3534695506095886,0.3324674963951111
